"","Time","Spp","Colony","Core","Notes","Treatment","Replicate","Date","YII"
"360",0,"S.sid",30,"30-25","OK","Control ","R2","2017-09-01",0.547
"361",0,"S.sid",30,"30-26","OK","N ","R2","2017-09-01",0.534
"362",0,"S.sid",30,"30-27","OK","NP","R2","2017-09-01",0.538
"363",0,"S.sid",30,"30-28","OK","Control ","R1","2017-09-01",0.548
"364",0,"S.sid",30,"30-29","OK","N ","R1","2017-09-01",0.545
"365",0,"S.sid",30,"30-30","OK","NP","R1","2017-09-01",0.527
"366",0,"S.sid",30,"30-31","OK","Control ","R2","2017-09-01",0.534
"367",0,"S.sid",30,"30-32","OK","N ","R2","2017-09-01",0.546
"368",0,"S.sid",30,"30-33","OK","NP","R2","2017-09-01",0.529
"369",0,"S.sid",30,"30-34","OK","Control ","R1","2017-09-01",0.532
"370",0,"S.sid",30,"30-35","OK","N ","R1","2017-09-01",0.548
"371",0,"S.sid",30,"30-36","OK","NP","R1","2017-09-01",0.535
"372",0,"S.sid",30,"30-37","OK","Control ","R2","2017-09-01",0.535
"373",0,"S.sid",30,"30-39","OK","N ","R2","2017-09-01",0.532
"374",0,"S.sid",30,"30-40","OK","NP","R2","2017-09-01",0.524
"375",0,"S.sid",30,"30-41","OK","Control ","R1","2017-09-01",0.533
"376",0,"S.sid",30,"30-42","OK","N ","R1","2017-09-01",0.531
"377",0,"S.sid",30,"30-43","OK","NP","R1","2017-09-01",0.517
"378",0,"S.sid",30,"30-44","OK","Control ","R2","2017-09-01",0.516
"379",0,"S.sid",30,"30-45","OK","N ","R2","2017-09-01",0.536
"380",0,"S.sid",30,"30-46","OK","NP","R2","2017-09-01",0.532
"381",0,"S.sid",30,"30-47","OK","Control ","R1","2017-09-01",0.532
"382",0,"S.sid",30,"30-49","OK","N ","R1","2017-09-01",0.533
"383",0,"S.sid",30,"30-50","OK","NP","R1","2017-09-01",0.535
"384",0,"S.sid",30,"30-52","OK","Control ","R2","2017-09-01",0.536
"385",0,"S.sid",30,"30-53","OK","N ","R2","2017-09-01",0.527
"386",0,"S.sid",30,"30-54","OK","NP","R2","2017-09-01",0.524
"387",0,"S.sid",30,"30-59","OK","Control ","R1","2017-09-01",0.526
"388",0,"S.sid",30,"30-61","OK","N ","R1","2017-09-01",0.53
"389",0,"S.sid",30,"30-64","OK","NP","R1","2017-09-01",0.515
